"","ppt_id","Motives.Feeling","Motives.Exciting","Motives.High","Motives.Fun","Motives.Good","PGSI.Afford","PGSI.Excitement","PGSI.WinBack","PGSI.Borrowed","PGSI.Problem","PGSI.Health","PGSI.Criticised","PGSI.Financial","PGSI.Guilty"
"721","P0565","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Sometimes","MostTime","Never","Sometimes","Sometimes","Never","Never","Sometimes"
"722","P0738","Often","Always","Often","Often","Sometimes","Never","MostTime","MostTime","Never","Sometimes","Never","Sometimes","Never","Sometimes"
"723","P0790","Sometimes","Often","Often","Often","Sometimes","Never","MostTime","Never","Never","Never","Never","Never","Never","Never"
"724","P0655","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"725","P0254","Sometimes","Often","Often","Sometimes","Sometimes","Never","Never","MostTime","Never","Never","Sometimes","Sometimes","Never","Sometimes"
"726","P0507","Never","Never","Never","Never","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"727","P0626","Often","Always","Sometimes","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"728","P0010","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"729","P1229","Never","Often","Sometimes","Often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"730","P0249","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"731","P1114","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never"
"732","P0243","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"733","P1429","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"734","P0268","Often","Often","Often","Often","Sometimes","MostTime","MostTime","MostTime","MostTime","MostTime","MostTime","MostTime","Sometimes","MostTime"
"735","P0373","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"736","P0988","Sometimes","Often","Sometimes","Sometimes","Sometimes","Never","MostTime","Never","Never","Sometimes","Sometimes","Never","Never","Sometimes"
"737","P1163","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"738","P1345","Often","Often","Often","Often","Sometimes","Sometimes","MostTime","MostTime","MostTime","Never","Never","Never","Always","Always"
"739","P0771","Sometimes","Always","Sometimes","Often","Sometimes","Never","Never","Never","Never","Never","Never","Sometimes","Never","Never"
"740","P1677","Often","Always","Often","Often","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"741","P0346","Sometimes","Never","Never","Sometimes","Never","Never","Never","Sometimes","Never","Never","Sometimes","Never","Never","Sometimes"
"742","P0537","Sometimes","Always","Sometimes","Always","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"743","P1469","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"744","P1531","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"745","P1807","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"746","P1046","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"747","P0037","Often","Often","Often","Often","Often","Never","Never","Never","Never","Never","Sometimes","Never","Never","Never"
"748","P0078","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"749","P0438","Often","Often","Often","Always","Often","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"750","P0756","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"751","P0205","Always","Always","Always","Always","Always","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"752","P0375","Never","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"753","P0843","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"754","P1438","Sometimes","Sometimes","Never","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"755","P1296","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"756","P1786","Often","Often","Often","Sometimes","Sometimes","Sometimes","Sometimes","MostTime","Never","Sometimes","Never","Never","Never","Sometimes"
"757","P0322","Often","Often","Always","Sometimes","Always","Always","Always","Always","Always","Always","Always","Never","Always","Always"
"758","P1535","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"759","P1814","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"760","P1203","Often","Always","Often","Always","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"761","P1197","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"762","P0635","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"763","P0818","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"764","P0066","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"765","P0482","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"766","P1459","Always","Always","Often","Always","Sometimes","Sometimes","MostTime","Never","Never","Never","Sometimes","Sometimes","Never","Sometimes"
"767","P0601","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"768","P1187","Sometimes","Often","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"769","P1344","Sometimes","Often","Never","Often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"770","P1581","Often","Always","Always","Always","Often","Sometimes","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","MostTime"
"771","P1431","Sometimes","Often","Often","Often","Often","Never","Never","Never","Never","Never","Never","Sometimes","Never","Never"
"772","P0680","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"773","P1212","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","Never","Sometimes","Never","Never","Never","MostTime"
"774","P0493","Sometimes","Sometimes","Sometimes","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"775","P0028","Sometimes","Often","Often","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"776","P0377","Often","Often","Often","Sometimes","Sometimes","Never","MostTime","Sometimes","Never","MostTime","Sometimes","Sometimes","Never","Always"
"777","P0837","Never","Often","Never","Always","Always","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"778","P1771","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"779","P0332","Always","Sometimes","Always","Sometimes","Sometimes","Sometimes","Never","Sometimes","Never","Sometimes","Sometimes","Never","Sometimes","Sometimes"
"780","P0977","Sometimes","Always","Sometimes","Always","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"781","P1434","Sometimes","Often","Often","Sometimes","Never","MostTime","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Sometimes"
"782","P1305","Sometimes","Often","Often","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"783","P1661","Always","Always","Always","Always","Always","Always","MostTime","MostTime","Sometimes","MostTime","MostTime","MostTime","Sometimes","MostTime"
"784","P0730","Often","Often","Often","Often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"785","P1090","Sometimes","Often","Often","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"786","P1172","Never","Sometimes","Never","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never"
"787","P0550","Often","Often","Often","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Sometimes","Never","Never"
"788","P1651","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes","Never","Always","Never"
"789","P0801","Often","Often","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"790","P0466","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Sometimes","Never","Sometimes","Never","Never","Never","Sometimes"
"791","P1557","Never","Never","Always","Often","Always","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"792","P1697","Often","Often","Often","Often","Often","MostTime","MostTime","MostTime","Never","Sometimes","Sometimes","Sometimes","Never","Always"
"793","P0899","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"794","P1270","Never","Sometimes","Never","Often","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"795","P0127","Sometimes","Often","Sometimes","Sometimes","Sometimes","Sometimes","Never","MostTime","Never","Never","Never","Never","Sometimes","Sometimes"
"796","P0433","Never","Never","Never","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"797","P1028","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"798","P1278","Often","Always","Often","Often","Often","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never"
"799","P1693","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"800","P1537","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"801","P1407","Always","Always","Sometimes","Often","Sometimes","Never","Never","Never","Never","Sometimes","Never","Sometimes","Never","Sometimes"
"802","P1541","Always","Always","Always","Always","Always","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never"
"803","P1810","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Sometimes","Never","Sometimes","Never","Never"
"804","P1672","Sometimes","Often","Sometimes","Always","Always","Never","Never","Sometimes","Never","MostTime","Never","Sometimes","Never","Never"
"805","P0823","Never","Never","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"806","P1063","Sometimes","Often","Sometimes","Often","Sometimes","Never","Never","Sometimes","Never","Never","Sometimes","Never","Never","Never"
"807","P0165","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"808","P0035","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Sometimes","Never","Never","Sometimes"
"809","P1317","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"810","P1708","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"811","P1604","Never","Never","Sometimes","Sometimes","Never","Never","Never","Sometimes","Never","Never","Never","Sometimes","Never","Never"
"812","P0052","Sometimes","Sometimes","Sometimes","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"813","P0196","Always","Often","Sometimes","Always","Often","Sometimes","Never","Sometimes","Never","Sometimes","Sometimes","Never","Never","Sometimes"
"814","P0585","Never","Always","Often","Often","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"815","P1609","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"816","P0405","Sometimes","Often","Sometimes","Always","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"817","P0838","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"818","P0374","Often","Sometimes","Never","Sometimes","Sometimes","Always","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"819","P1027","Often","Sometimes","Sometimes","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"820","P1369","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"821","P1307","Sometimes","Often","Sometimes","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"822","P1137","Sometimes","Sometimes","Often","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"823","P0529","Sometimes","Sometimes","Sometimes","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"824","P1405","Sometimes","Sometimes","Often","Sometimes","Sometimes","Always","Always","Always","Always","Always","Always","Sometimes","Always","Always"
"825","P1034","Sometimes","Sometimes","Never","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"826","P1754","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"827","P0690","Always","Always","Always","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Sometimes","MostTime"
"828","P1160","Sometimes","Always","Often","Sometimes","Sometimes","Never","Sometimes","MostTime","Never","Sometimes","Sometimes","Sometimes","Never","Sometimes"
"829","P1312","Never","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"830","P1007","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"831","P1101","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"832","P0210","Never","Often","Sometimes","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"833","P0229","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"834","P0871","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"835","P1161","Sometimes","Often","Sometimes","Often","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"836","P0064","Often","Often","Often","Often","Often","Sometimes","Sometimes","Sometimes","Never","MostTime","Sometimes","Sometimes","Never","Always"
"837","P1313","Often","Often","Often","Often","Sometimes","Never","Never","Sometimes","Never","Sometimes","Sometimes","Sometimes","Never","Sometimes"
"838","P0247","Often","Often","Often","Often","Often","Sometimes","Sometimes","MostTime","Never","Sometimes","Sometimes","Sometimes","Never","MostTime"
"839","P0420","Sometimes","Often","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"840","P0647","Often","Often","Always","Often","Often","MostTime","MostTime","MostTime","MostTime","Always","Sometimes","MostTime","Never","MostTime"
"841","P0826","Sometimes","Often","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"842","P0579","Never","Always","Never","Always","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"843","P1035","Often","Often","Often","Often","Often","Sometimes","Never","Sometimes","Never","Never","Never","Sometimes","Never","Sometimes"
"844","P0490","Sometimes","Sometimes","Often","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never"
"845","P0086","Often","Often","Often","Often","Often","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"846","P1308","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"847","P0541","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"848","P0408","Sometimes","Sometimes","Never","Often","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"849","P0251","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"850","P1808","Always","Always","Sometimes","Often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"851","P1325","Often","Often","Sometimes","Often","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"852","P1146","Sometimes","Often","Often","Often","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Sometimes"
"853","P1475","Never","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"854","P0211","Always","Always","Always","Always","Sometimes","Always","Always","Always","Sometimes","Sometimes","Sometimes","Sometimes","Never","MostTime"
"855","P1282","Often","Always","Always","Always","Always","Always","MostTime","Always","Never","Never","Never","Never","Never","Never"
"856","P1201","Sometimes","Often","Often","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"857","P0594","Never","Never","Never","Never","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"858","P0233","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"859","P0707","Sometimes","Often","Never","Often","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"860","P0625","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"861","P1740","Never","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"862","P0081","Sometimes","Sometimes","Never","Often","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"863","P0103","Often","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"864","P1227","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"865","P0877","Sometimes","Sometimes","Never","Sometimes","Never","Always","Sometimes","Sometimes","MostTime","MostTime","MostTime","Sometimes","MostTime","Sometimes"
"866","P1554","Often","Always","Always","Often","Sometimes","Never","Never","Never","Never","Never","Sometimes","Sometimes","Never","Sometimes"
"867","P1330","Sometimes","Often","Never","Often","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never"
"868","P0151","Sometimes","Often","Often","Often","Often","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes"
"869","P0425","Often","Often","Sometimes","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"870","P1636","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"871","P1746","Sometimes","Sometimes","Never","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","MostTime","Never","Never"
"872","P0083","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"873","P1556","Sometimes","Sometimes","Sometimes","Often","Sometimes","Never","Never","Sometimes","Never","Never","Never","Sometimes","Never","Never"
"874","P1324","Often","Always","Sometimes","Often","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never"
"875","P0216","Sometimes","Sometimes","Often","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"876","P0302","Often","Often","Often","Always","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"877","P1624","Often","Often","Often","Sometimes","Sometimes","Sometimes","Sometimes","MostTime","Never","Sometimes","Sometimes","Never","Never","Sometimes"
"878","P1517","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"879","P0708","Always","Always","Always","Always","Always","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"880","P0531","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","Never","Never","Sometimes","Never","Never","Never","Sometimes"
"881","P1418","Often","Often","Sometimes","Often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"882","P0742","Always","Always","Always","Always","Always","Sometimes","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Sometimes"
"883","P0729","Never","Sometimes","Never","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"884","P1621","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"885","P0710","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"886","P1235","Always","Always","Always","Always","Always","Never","Sometimes","MostTime","Never","Never","Never","Sometimes","Never","Never"
"887","P1440","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"888","P1685","Often","Often","Never","Always","Always","Never","Never","MostTime","Never","Never","Never","Sometimes","Never","Sometimes"
"889","P0026","Always","Always","Often","Often","Always","Sometimes","MostTime","MostTime","Never","Sometimes","Sometimes","Sometimes","Never","Sometimes"
"890","P0340","Sometimes","Often","Often","Often","Often","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"891","P0893","Often","Often","Never","Always","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"892","P0016","Often","Often","Often","Sometimes","Sometimes","Never","MostTime","MostTime","Never","Sometimes","Never","Never","Never","Sometimes"
"893","P1316","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"894","P0717","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"895","P0650","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","MostTime","MostTime","MostTime","Never","Never","Never","Never","Never","Never"
"896","P0780","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"897","P1384","Always","Always","Sometimes","Always","Always","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"898","P1699","Sometimes","Often","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","MostTime","Sometimes","Never","Sometimes"
"899","P0576","Sometimes","Sometimes","Never","Sometimes","Never","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never"
"900","P0972","Never","Never","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"901","P1021","Always","Always","Always","Always","Always","Never","Never","Never","Never","Sometimes","Never","Sometimes","Never","Sometimes"
"902","P1382","Sometimes","Often","Often","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Sometimes","Never","Never","Never"
"903","P0604","Sometimes","Often","Never","Sometimes","Sometimes","Sometimes","Never","Sometimes","Never","Never","Sometimes","Never","Sometimes","MostTime"
"904","P1500","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never"
"905","P0253","Sometimes","Often","Sometimes","Often","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"906","P1806","Always","Always","Always","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"907","P0606","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"908","P0958","Sometimes","Often","Always","Often","Sometimes","Never","Sometimes","MostTime","Never","Sometimes","Never","Sometimes","Never","Sometimes"
"909","P1353","Never","Sometimes","Never","Often","Sometimes","Sometimes","Never","MostTime","Never","Sometimes","Sometimes","Sometimes","Sometimes","MostTime"
"910","P0904","Often","Always","Sometimes","Always","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"911","P1416","Sometimes","Sometimes","Sometimes","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"912","P0455","Sometimes","Always","Often","Often","Sometimes","Sometimes","Sometimes","Never","Never","Sometimes","Sometimes","Sometimes","Never","Sometimes"
"913","P1443","Never","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"914","P0676","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"915","P0953","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"916","P1668","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"917","P0485","Sometimes","Sometimes","Sometimes","Often","Often","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"918","P0938","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","MostTime","Never","Never","Never","Never","Sometimes","Never"
"919","P1264","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"920","P1739","Never","Sometimes","Often","Never","Never","Never","Never","Never","Never","Sometimes","Never","Never","Never","Sometimes"
"921","P1532","Often","Always","Often","Always","Often","Sometimes","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Sometimes"
"922","P0110","Always","Always","Often","Always","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"923","P0331","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Sometimes","Never","Never","Never","Sometimes"
"924","P1550","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"925","P0362","Often","Always","Often","Often","Always","Sometimes","Sometimes","Sometimes","MostTime","Sometimes","Never","Sometimes","Sometimes","Sometimes"
"926","P0096","Sometimes","Often","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"927","P1016","Never","Never","Never","Always","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"928","P1311","Often","Often","Often","Sometimes","Never","Never","MostTime","Sometimes","Never","Never","Sometimes","Sometimes","Never","Always"
"929","P0555","Sometimes","Sometimes","Sometimes","Often","Sometimes","Never","Never","Never","Never","Sometimes","Never","Never","Never","Sometimes"
"930","P0279","Never","Sometimes","Never","Sometimes","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"931","P0396","Never","Sometimes","Sometimes","Sometimes","Never","Sometimes","Sometimes","MostTime","Never","Sometimes","Never","Never","Never","MostTime"
"932","P0862","Sometimes","Sometimes","Sometimes","Never","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"933","P0944","Often","Always","Sometimes","Often","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"934","P0313","Sometimes","Sometimes","Often","Often","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"935","P0516","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"936","P0689","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"937","P1180","Sometimes","Sometimes","Sometimes","Often","Sometimes","Never","Never","Never","Never","Never","Sometimes","Never","Never","Never"
"938","P1219","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"939","P0336","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"940","P1124","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"941","P1371","Never","Never","Never","Never","Never","Always","Always","Always","Always","Always","Always","Sometimes","Always","Always"
"942","P0074","Often","Always","Often","Often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"943","P1128","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"944","P0288","Sometimes","Sometimes","Sometimes","Never","Sometimes","Never","Sometimes","Never","Never","Sometimes","MostTime","Sometimes","Sometimes","MostTime"
"945","P1061","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"946","P0773","Always","Always","Always","Always","Always","Never","Never","Never","Never","Never","Never","Sometimes","Never","Never"
"947","P1618","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
