"","ppt_id","Motives.Feeling","Motives.Exciting","Motives.High","Motives.Fun","Motives.Good","PGSI.Afford","PGSI.Excitement","PGSI.WinBack","PGSI.Borrowed","PGSI.Problem","PGSI.Health","PGSI.Criticised","PGSI.Financial","PGSI.Guilty"
"562","P0967","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"563","P0128","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"564","P1485","Often","Often","Sometimes","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"565","P0968","Never","Sometimes","Sometimes","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"566","P0955","Never","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes"
"567","P0259","Sometimes","Always","Often","Always","Always","Sometimes","Always","Always","Sometimes","Never","Sometimes","Sometimes","Never","Sometimes"
"568","P0406","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","MostTime","Never","Never","Never","Never","Never","Never"
"569","P1801","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"570","P0552","Often","Sometimes","Often","Often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"571","P1015","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","MostTime","Always","Never","MostTime","MostTime","Sometimes","MostTime","MostTime"
"572","P0597","Always","Always","Always","Always","Always","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"573","P0513","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes","Never","Never","Sometimes"
"574","P0220","Never","Often","Often","Often","Sometimes","MostTime","MostTime","Never","Never","Never","Never","Never","Never","Never"
"575","P1009","Sometimes","Often","Sometimes","Sometimes","Often","Sometimes","Never","Sometimes","Never","Sometimes","Never","Sometimes","Never","Sometimes"
"576","P1473","Sometimes","Never","Never","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"577","P0304","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"578","P0854","Sometimes","Often","Sometimes","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"579","P1246","Often","Often","Often","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"580","P0569","Sometimes","Always","Sometimes","Always","Always","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"581","P0198","Never","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","Never","Sometimes","Never","Never","Never","Sometimes"
"582","P0385","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Sometimes"
"583","P1070","Often","Often","Sometimes","Often","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Sometimes"
"584","P1129","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"585","P1004","Always","Always","Always","Always","Always","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"586","P0087","Sometimes","Often","Sometimes","Often","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Sometimes","Never","Sometimes"
"587","P1729","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Sometimes","Never","Sometimes","Sometimes","Never","Never","Sometimes"
"588","P1479","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"589","P0034","Sometimes","Often","Sometimes","Often","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Sometimes"
"590","P0033","Always","Always","Always","Always","Often","Always","Always","Always","Always","Always","Always","MostTime","Always","Always"
"591","P0643","Never","Sometimes","Never","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"592","P1521","Never","Sometimes","Never","Sometimes","Sometimes","Sometimes","Never","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","Sometimes"
"593","P0786","Sometimes","Often","Often","Often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"594","P0546","Never","Sometimes","Never","Often","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"595","P1225","Always","Always","Always","Always","Always","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"596","P0543","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"597","P0218","Often","Always","Sometimes","Always","Often","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"598","P1682","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"599","P0943","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"600","P1368","Sometimes","Sometimes","Never","Often","Never","Sometimes","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never"
"601","P0784","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"602","P0488","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"603","P1588","Sometimes","Sometimes","Often","Sometimes","Never","MostTime","MostTime","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes"
"604","P1586","Sometimes","Often","Sometimes","Often","Often","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"605","P0343","Often","Sometimes","Never","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"606","P1775","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"607","P0498","Never","Never","Never","Never","Never","Never","Never","Sometimes","Never","Never","Sometimes","Never","Never","Sometimes"
"608","P1547","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"609","P0651","Often","Often","Often","Often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"610","P0875","Never","Often","Never","Never","Never","Never","Never","MostTime","Never","Never","MostTime","Never","Sometimes","Never"
"611","P1658","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Sometimes","Never","Never","Never","Sometimes"
"612","P1020","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"613","P0163","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"614","P0153","Sometimes","Often","Often","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"615","P0192","Often","Always","Often","Always","Always","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"616","P1555","Always","Always","Always","Always","Often","Never","Sometimes","Never","Never","Never","Sometimes","Never","Never","Sometimes"
"617","P0787","Often","Always","Always","Always","Often","Sometimes","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never"
"618","P1092","Often","Often","Sometimes","Often","Sometimes","Sometimes","Sometimes","Always","MostTime","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes"
"619","P1319","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"620","P0300","Never","Often","Always","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"621","P1010","Often","Often","Often","Often","Sometimes","Never","MostTime","Sometimes","Never","Sometimes","Sometimes","Sometimes","Never","Sometimes"
"622","P1053","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes","Never","Never","MostTime"
"623","P1122","Always","Sometimes","Always","Sometimes","Never","Always","Always","Always","Always","Always","MostTime","MostTime","MostTime","Always"
"624","P0227","Never","Never","Never","Never","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"625","P1207","Often","Often","Often","Often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"626","P1315","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"627","P1591","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","MostTime","Never","Sometimes","Never","Never","Sometimes","Sometimes"
"628","P1793","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"629","P1299","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never"
"630","P1453","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Sometimes","Never","Sometimes"
"631","P1054","Often","Often","Sometimes","Often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"632","P0143","Sometimes","Sometimes","Never","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"633","P0137","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"634","P0158","Never","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"635","P0733","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"636","P1178","Always","Always","Often","Always","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"637","P1221","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"638","P0723","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"639","P1816","Often","Often","Sometimes","Often","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never"
"640","P0999","Sometimes","Often","Sometimes","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"641","P1652","Never","Often","Often","Often","Sometimes","Never","MostTime","Never","Never","Always","Never","Never","Never","MostTime"
"642","P0430","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"643","P1147","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"644","P1037","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Sometimes","Never","Never","Never","Never"
"645","P1780","Sometimes","Often","Never","Always","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never"
"646","P0208","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"647","P0047","Often","Often","Sometimes","Always","Sometimes","Sometimes","Never","MostTime","Never","Never","Never","Never","Never","Sometimes"
"648","P0615","Sometimes","Often","Sometimes","Often","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"649","P1295","Often","Always","Often","Often","Often","MostTime","Sometimes","Always","Sometimes","MostTime","MostTime","Sometimes","Always","Always"
"650","P0884","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Sometimes","Never","Never"
"651","P1637","Always","Always","Often","Always","Often","Never","Sometimes","Never","Never","Never","Sometimes","Never","Never","Sometimes"
"652","P0215","Always","Always","Always","Always","Always","Never","Sometimes","Sometimes","Never","Sometimes","Sometimes","Sometimes","Never","MostTime"
"653","P1023","Sometimes","Sometimes","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never"
"654","P0715","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes"
