"","ppt_id","bet_no","bet_time","old_bonus","total_amt_bet","win","new_bonus","average_odds","total_numbers_bet","no_tokens"
"6624","P1316",45,"15:28:22",0.9,-0.1,0.2,1,1.03,18,1
"6625","P1021",16,"15:28:20",4.8,-0.4,0.4,4.8,0.78,24,2
"6626","P1021",17,"15:28:43",4.8,-0.4,0,4.4,0.53,27,2
"6627","P1316",46,"15:28:47",1,-0.2,0,0.8,1.03,18,1
"6628","P1021",18,"15:28:57",4.4,-0.4,0,4,0.53,27,2
"6629","P1316",47,"15:29:01",0.8,-0.1,0.2,0.9,1.03,18,1
"6630","P1316",48,"15:29:12",0.9,-0.2,0,0.7,0.58,26,2
"6631","P1021",19,"15:29:13",4,-0.4,0,3.6,0.53,24,2
"6632","P1316",49,"15:29:25",0.7,-0.2,0.2,0.7,0.03,36,2
"6633","P1384",1,"15:29:25",3,-1,1,3,0.03,36,5
"6634","P1021",20,"15:29:26",3.6,-0.4,0.6,3.8,0.53,24,2
"6635","P1316",50,"15:29:38",0.7,-0.2,0.2,0.7,0.47,28,2
"6636","P1021",21,"15:29:41",3.8,-0.4,0,3.4,0.53,24,2
"6637","P1316",51,"15:29:49",0.7,-0.1,0,0.6,1.03,18,1
"6638","P1021",22,"15:29:58",3.4,-0.8,0,2.6,0.4,30,4
"6639","P1316",52,"15:30:05",0.6,-0.1,0.2,0.7,1.03,18,1
"6640","P1021",23,"15:30:11",2.6,-0.6,1.2,3.2,1.03,18,3
"6641","P1316",53,"15:30:16",0.7,-0.1,0,0.6,1.03,18,1
"6642","P1021",24,"15:30:26",3.2,-0.4,0,2.8,0.53,27,2
"6643","P1316",54,"15:30:29",0.6,-0.1,0,0.5,1.03,18,1
"6644","P1316",55,"15:30:39",0.5,-0.1,0,0.4,1.03,18,1
"6645","P1384",2,"15:30:39",3,-0.6,1,3.4,0.36,30,3
"6646","P1021",25,"15:30:39",2.8,-0.4,0,2.4,0.53,24,2
"6647","P1316",56,"15:30:50",0.4,-0.1,0.2,0.5,1.03,18,1
"6648","P1021",26,"15:30:54",2.4,-0.4,0,2,2.03,12,2
"6649","P1316",57,"15:31:00",0.5,-0.1,0.2,0.6,1.03,18,1
"6650","P1384",3,"15:31:04",3.4,-0.6,0.6,3.4,0.36,30,3
"6651","P1316",58,"15:31:12",0.6,-0.1,0,0.5,1.03,18,1
"6652","P1021",27,"15:31:13",2,-0.4,0.6,2.2,0.78,24,2
"6653","P1384",4,"15:31:24",3.4,-0.6,0.4,3.2,0.36,30,3
"6654","P1316",59,"15:31:28",0.5,-0.1,0,0.4,1.03,18,1
"6655","P1021",28,"15:31:33",2.2,-0.4,0,1.8,0.53,24,2
"6656","P1316",60,"15:31:39",0.4,-0.2,0,0.2,0.47,28,2
"6657","P1021",29,"15:31:47",1.8,-0.4,1.2,2.6,2.03,12,2
"6658","P1316",61,"15:31:50",0.2,-0.1,0.2,0.3,1.03,18,1
"6659","P1384",5,"15:31:51",3.2,-0.6,1,3.6,0.36,30,3
"6660","P1316",62,"15:32:00",0.3,-0.1,0.2,0.4,1.03,18,1
"6661","P1021",30,"15:32:04",2.6,-0.4,0.4,2.6,0.53,27,2
"6662","P1384",6,"15:32:08",3.6,-0.6,0.6,3.6,0.36,30,3
"6663","P1316",63,"15:32:14",0.4,-0.1,0.2,0.5,1.03,18,1
"6664","P1021",31,"15:32:18",2.6,-0.4,0.4,2.6,0.47,28,2
"6665","P1384",7,"15:32:25",3.6,-0.6,1,4,0.36,30,3
"6666","P1316",64,"15:32:27",0.5,-0.1,0,0.4,1.03,18,1
"6667","P1021",32,"15:32:34",2.6,-0.4,0,2.2,2.03,12,2
"6668","P1021",33,"15:32:48",2.2,-0.4,0,1.8,2.03,12,2
"6669","P1316",65,"15:32:51",0.4,-0.1,0,0.3,1.03,18,1
"6670","P1316",66,"15:33:01",0.3,-0.1,0.2,0.4,1.03,18,1
"6671","P1384",8,"15:33:04",4,-0.5,3.6,7.1,2.51,26,4
"6672","P1021",34,"15:33:03",1.8,-0.4,0,1.4,2.03,12,2
"6673","P1316",67,"15:33:12",0.4,-0.1,0,0.3,1.03,18,1
"6674","P1021",35,"15:33:23",1.4,-0.4,0.6,1.6,0.53,24,2
"6675","P1316",68,"15:33:27",0.3,-0.1,0.2,0.4,1.03,18,1
"6676","P1384",9,"15:33:34",7.1,-0.6,0.6,7.1,0.36,30,3
"6677","P1316",69,"15:33:38",0.4,-0.1,0.2,0.5,1.03,18,1
"6678","P1021",36,"15:33:40",1.6,-0.2,0.4,1.8,1.03,18,1
"6679","P1021",37,"15:33:51",1.8,-0.4,0.6,2,0.78,24,2
"6680","P1316",70,"15:33:58",0.5,-0.1,0.2,0.6,1.03,18,1
"6681","P1316",71,"15:34:11",0.6,-0.1,0,0.5,1.03,18,1
"6682","P1021",38,"15:34:10",2,-0.4,1,2.6,1.28,18,2
"6683","P1316",72,"15:34:21",0.5,-0.1,0,0.4,1.03,18,1
"6684","P1316",73,"15:34:33",0.4,-0.1,0,0.3,1.03,18,1
"6685","P1021",39,"15:34:32",2.6,-0.6,0.4,2.4,0.45,31,3
"6686","P1316",74,"15:34:45",0.3,-0.1,0.2,0.4,1.03,18,1
"6687","P1021",40,"15:34:52",2.4,-0.6,0.6,2.4,0.47,30,3
"6688","P1316",75,"15:34:56",0.4,-0.1,0.2,0.5,1.03,18,1
"6689","P1316",76,"15:35:09",0.5,-0.1,0.2,0.6,1.03,18,1
"6690","P1021",41,"15:35:16",2.4,-0.6,1,2.8,0.36,30,3
"6691","P1384",10,"15:35:29",7.1,-0.6,0.6,7.1,1.69,26,4
"6692","P1384",11,"15:35:51",7.1,-0.6,0.4,6.9,0.36,30,3
"6693","P0717",1,"15:36:00",3,-1,1.5,3.5,0.53,24,2
"6694","P1384",12,"15:36:08",6.9,-0.4,0.6,7.1,0.53,24,2
"6695","P0717",2,"15:36:12",3.5,-1,1.5,4,0.53,24,2
"6696","P1021",42,"15:36:19",2.8,-0.6,1.2,3.4,1.03,24,3
"6697","P1384",13,"15:36:22",7.1,-0.4,0,6.7,0.53,24,2
"6698","P0717",3,"15:36:24",4,-1,1.5,4.5,0.53,24,2
"6699","P0650",1,"15:36:34",3,-1,0,2,7.67,5,10
"6700","P1021",43,"15:36:35",3.4,-0.6,0.4,3.2,0.45,32,3
"6701","P1384",14,"15:36:37",6.7,-0.2,0.4,6.9,1.03,18,1
"6702","P0717",4,"15:36:35",4.5,-1,1.5,5,0.53,24,2
"6703","P1021",44,"15:36:50",3.2,-0.6,0.6,3.2,0.47,30,3
"6704","P0717",5,"15:36:46",5,-1,0,4,0.53,24,2
"6705","P1384",15,"15:36:53",6.9,-0.2,0.4,7.1,1.03,18,1
"6706","P1384",16,"15:37:04",7.1,-0.2,0,6.9,1.03,18,1
"6707","P1021",45,"15:37:11",3.2,-0.4,1,3.8,1.28,18,2
"6708","P1384",17,"15:37:16",6.9,-0.2,0.4,7.1,1.03,18,1
"6709","P1021",46,"15:37:27",3.8,-0.6,1,4.2,0.36,30,3
"6710","P1384",18,"15:37:28",7.1,-0.2,0,6.9,1.03,18,1
"6711","P1384",19,"15:37:40",6.9,-0.2,0.4,7.1,1.03,18,1
"6712","P1021",47,"15:37:44",4.2,-0.6,0.4,4,0.36,30,3
"6713","P1384",20,"15:37:52",7.1,-0.2,0,6.9,1.03,18,1
"6714","P1021",48,"15:38:02",4,-0.6,0.4,3.8,1.03,24,3
"6715","P1384",21,"15:38:06",6.9,-0.2,0.4,7.1,1.03,18,1
"6716","P1384",22,"15:38:17",7.1,-0.2,0,6.9,1.03,18,1
"6717","P0650",2,"15:38:19",2,-1,0,1,2.63,10,10
"6718","P1021",49,"15:38:19",3.8,-0.4,0,3.4,0.78,24,2
"6719","P1384",23,"15:38:36",6.9,-0.5,0.8,7.2,0.39,30,3
"6720","P1021",50,"15:38:38",3.4,-0.6,0,2.8,0.47,30,3
"6721","P1021",51,"15:39:02",2.8,-0.6,1,3.2,0.47,30,3
"6722","P1021",52,"15:39:24",3.2,-0.6,0.4,3,1.03,24,3
"6723","P0650",3,"15:39:41",1,-1,0,0,2.63,10,10
"6724","P1021",53,"15:39:59",3,-0.6,0.4,2.8,0.47,30,3
"6725","P1699",1,"15:39:47",3,-0.1,0.3,3.2,2.03,12,1
"6726","P1021",54,"15:40:21",2.8,-0.6,0.8,3,0.39,31,3
"6727","P1699",2,"15:40:14",3.2,-0.1,0,3.1,2.03,12,1
"6728","P1021",55,"15:40:40",3,-0.6,0.8,3.2,0.47,30,3
"6729","P1699",3,"15:40:32",3.1,-0.2,0.6,3.5,2.03,12,1
"6730","P1021",56,"15:40:57",3.2,-0.6,1,3.6,0.47,30,3
"6731","P1699",4,"15:40:57",3.5,-0.1,0.3,3.7,2.03,12,1
"6732","P0780",1,"15:41:21",3,-0.5,0,2.5,1.03,18,5
"6733","P1021",57,"15:41:24",3.6,-0.6,0.4,3.4,0.69,27,3
"6734","P1699",5,"15:41:19",3.7,-0.1,0,3.6,2.03,12,1
"6735","P0780",2,"15:41:37",2.5,-0.3,0.6,2.8,1.03,18,3
"6736","P1699",6,"15:41:38",3.6,-0.2,0,3.4,2.03,12,1
"6737","P1021",58,"15:41:52",3.4,-0.6,0,2.8,0.45,31,3
"6738","P0780",3,"15:41:54",2.8,-0.3,0.6,3.1,1.03,18,3
"6739","P1021",59,"15:42:09",2.8,-0.6,0.6,2.8,0.47,30,3
"6740","P1021",60,"15:42:34",2.8,-0.8,1.4,3.4,0.4,30,4
"6741","P1699",7,"15:42:25",3.4,-0.3,0.9,4,2.03,12,3
"6742","P1021",61,"15:42:57",3.4,-0.8,0,2.6,0.35,31,4
"6743","P1699",8,"15:42:46",4,-0.1,0.3,4.2,2.03,12,1
"6744","P1021",62,"15:43:09",2.6,-0.8,0.8,2.6,0.35,31,4
"6745","P1699",9,"15:43:04",4.2,-0.1,0,4.1,2.03,12,1
"6746","P1021",63,"15:43:34",2.6,-0.6,0,2,0.58,24,3
"6747","P1699",10,"15:43:22",4.1,-0.2,0.6,4.5,2.03,12,2
"6748","P1021",64,"15:43:50",2,-0.6,1,2.4,0.58,24,3
"6749","P1699",11,"15:43:43",4.5,-0.1,0.3,4.7,2.03,12,1
"6750","P1699",12,"15:44:02",4.7,-0.1,0.3,4.9,2.03,12,1
"6751","P1021",65,"15:44:24",2.4,-0.8,0,1.6,0.4,30,4
"6752","P1699",13,"15:44:21",4.9,-0.1,0.3,5.1,2.03,12,1
"6753","P1021",66,"15:44:47",1.6,-0.6,1.2,2.2,1.03,24,3
"6754","P1699",14,"15:44:40",5.1,-0.1,0,5,2.03,12,1
"6755","P1021",67,"15:45:08",2.2,-0.6,1,2.6,0.58,24,3
"6756","P1699",15,"15:44:58",5,-0.2,0,4.8,2.03,12,2
"6757","P1699",16,"15:45:17",4.8,-0.3,0,4.5,2.03,12,3
"6758","P1021",68,"15:45:40",2.6,-0.8,0,1.8,0.4,30,4
"6759","P1699",17,"15:45:38",4.5,-0.4,0,4.1,2.03,12,4
"6760","P1021",69,"15:45:53",1.8,-0.8,1.4,2.4,0.4,30,4
"6761","P1699",18,"15:45:57",4.1,-0.5,0,3.6,2.03,12,5
"6762","P1021",70,"15:46:18",2.4,-0.8,1.2,2.8,0.65,30,4
"6763","P1699",19,"15:46:17",3.6,-0.6,1.8,4.8,2.03,12,6
"6764","P1021",71,"15:46:44",2.8,-0.4,0.6,3,0.53,24,2
"6765","P1699",20,"15:46:53",4.8,-0.1,0,4.7,2.03,12,1
"6766","P1021",72,"15:47:08",3,-0.8,0.8,3,0.35,31,4
"6767","P1699",21,"15:47:11",4.7,-0.2,0,4.5,2.03,12,2
"6768","P1021",73,"15:47:44",3,-0.6,0.6,3,0.36,30,3
"6769","P1384",24,"15:47:45",7.2,-0.6,0,6.6,0.36,30,3
"6770","P1699",22,"15:47:30",4.5,-0.4,0,4.1,2.03,12,4
"6771","P1384",25,"15:48:00",6.6,-0.6,0.4,6.4,0.36,30,3
"6772","P1021",74,"15:48:02",3,-0.6,0.4,2.8,0.45,31,3
"6773","P1699",23,"15:47:51",4.1,-0.8,0,3.3,2.03,12,8
"6774","P1384",26,"15:48:13",6.4,-0.6,0,5.8,0.36,30,3
"6775","P1021",75,"15:48:23",2.8,-0.8,0.4,2.4,0.65,30,4
"6776","P1384",27,"15:48:26",5.8,-0.6,0,5.2,0.36,30,3
"6777","P1699",24,"15:48:17",3.3,-1,3,5.3,2.03,12,10
"6778","P1384",28,"15:48:38",5.2,-0.2,0.3,5.3,0.53,24,2
"6779","P1021",76,"15:48:51",2.4,-0.6,0.4,2.2,0.5,29,3
"6780","P1384",29,"15:48:54",5.3,-0.3,0.3,5.3,0.36,30,3
"6781","P1699",25,"15:48:41",5.3,-0.1,0,5.2,2.03,12,1
"6782","P1021",77,"15:49:11",2.2,-0.8,2,3.4,0.65,30,4
"6783","P1699",26,"15:48:59",5.2,-0.2,0,5,2.03,12,2
"6784","P1384",30,"15:49:23",5.3,-0.3,0.3,5.3,0.36,30,3
"6785","P1021",78,"15:49:34",3.4,-0.8,1,3.6,0.26,32,4
"6786","P1382",1,"15:49:42",3,-0.1,0,2.9,1.03,18,1
"6787","P1384",31,"15:49:49",5.3,-0.2,0,5.1,0.78,24,2
"6788","P1021",79,"15:49:58",3.6,-0.6,0,3,0.69,27,3
"6789","P1382",2,"15:50:02",2.9,-0.9,1.8,3.8,0.48,28,3
"6790","P1021",80,"15:50:12",3,-0.6,1.4,3.8,0.69,27,3
"6791","P1382",3,"15:50:22",3.8,-1,0,2.8,1.03,18,1
"6792","P1021",81,"15:50:37",3.8,-0.8,0.8,3.8,0.65,30,4
"6793","P1021",82,"15:50:59",3.8,-0.6,0.4,3.6,0.47,30,3
"6794","P1382",4,"15:51:00",2.8,-1,1,2.8,0.58,26,2
"6795","P1021",83,"15:51:14",3.6,-0.8,1.4,4.2,0.4,30,4
"6796","P0576",1,"15:51:32",3,-0.2,0,2.8,1.03,18,1
"6797","P1382",5,"15:51:34",2.8,-0.8,0,2,1.21,24,4
"6798","P1021",84,"15:51:42",4.2,-0.8,0,3.4,0.65,30,4
"6799","P0576",2,"15:51:43",2.8,-0.2,0.4,3,1.03,18,1
"6800","P1382",6,"15:51:54",2,-0.8,1.2,2.4,0.37,32,4
"6801","P0972",1,"15:51:55",3,-0.5,1,3.5,1.03,18,1
"6802","P1021",85,"15:51:54",3.4,-0.8,2,4.6,0.65,30,4
"6803","P1382",7,"15:52:08",2.4,-0.4,0.4,2.4,0.58,26,2
"6804","P0972",2,"15:52:09",3.5,-0.5,1,4,1.03,18,1
"6805","P1021",86,"15:52:12",4.6,-0.4,0,4.2,1.28,18,2
"6806","P0972",3,"15:52:25",4,-0.5,1,4.5,1.03,18,1
"6807","P1021",87,"15:52:26",4.2,-0.6,1.4,5,0.69,27,3
"6808","P1382",8,"15:52:34",2.4,-0.4,0.4,2.4,0.78,24,2
"6809","P1021",88,"15:52:40",5,-0.6,1.6,6,1.03,24,3
"6810","P0972",4,"15:52:51",4.5,-0.5,1,5,1.03,18,1
"6811","P1021",89,"15:52:57",6,-0.4,0.6,6.2,0.78,24,2
"6812","P1382",9,"15:53:00",2.4,-0.4,0.6,2.6,0.53,24,2
"6813","P0972",5,"15:53:05",5,-0.5,1,5.5,1.03,18,1
"6814","P1021",90,"15:53:15",6.2,-0.8,0,5.4,0.4,30,4
"6815","P0972",6,"15:53:21",5.5,-0.5,0,5,1.03,18,1
"6816","P1382",10,"15:53:22",2.6,-0.5,1,3.1,1.03,18,1
"6817","P1021",91,"15:53:35",5.4,-0.6,0,4.8,0.47,30,3
"6818","P1382",11,"15:53:39",3.1,-0.1,0.3,3.3,2.03,12,1
"6819","P1021",92,"15:53:48",4.8,-0.6,1,5.2,0.47,30,3
"6820","P1021",93,"15:54:09",5.2,-0.4,0.6,5.4,0.53,24,2
"6821","P1382",12,"15:54:36",3.3,-0.9,1.4,3.8,0.46,32,4
"6822","P1382",13,"15:55:11",3.8,-0.8,1.2,4.2,0.84,26,4
"6823","P1382",14,"15:55:42",4.2,-0.2,0,4,1.03,18,1
"6824","P0253",1,"15:55:47",3,-0.2,0,2.8,1.03,18,1
"6825","P0253",2,"15:55:59",2.8,-0.2,0.4,3,1.03,18,1
"6826","P1382",15,"15:56:02",4,-0.6,0.4,3.8,0.47,30,3
"6827","P0253",3,"15:56:12",3,-0.4,0,2.6,1.03,18,2
"6828","P0253",4,"15:56:23",2.6,-0.6,1.2,3.2,1.03,18,3
"6829","P1382",16,"15:56:27",3.8,-0.7,0.3,3.4,0.62,28,3
"6830","P0253",5,"15:56:35",3.2,-0.2,0.4,3.4,1.03,18,1
"6831","P0604",1,"15:56:47",3,-1,2,4,1.03,18,1
"6832","P0253",6,"15:56:52",3.4,-0.3,0.7,3.8,0.69,24,2
"6833","P1382",17,"15:56:52",3.4,-0.4,0,3,0.65,29,4
"6834","P0604",2,"15:57:05",4,-1,2,5,1.03,18,1
"6835","P1382",18,"15:57:06",3,-0.5,0,2.5,1.03,18,1
"6836","P0253",7,"15:57:14",3.8,-0.3,0,3.5,0.69,24,2
"6837","P0604",3,"15:57:18",5,-1,2,6,1.03,18,2
"6838","P1382",19,"15:57:26",2.5,-0.6,1,2.9,0.37,32,3
"6839","P0253",8,"15:57:28",3.5,-0.3,0.3,3.5,0.69,24,2
"6840","P0604",4,"15:57:29",6,-1,2,7,1.03,18,1
"6841","P0604",5,"15:57:39",7,-1,2,8,1.03,18,1
"6842","P0253",9,"15:57:45",3.5,-0.3,0,3.2,0.69,24,2
"6843","P0604",6,"15:57:48",8,-1,2,9,1.03,18,1
"6844","P1382",20,"15:58:01",2.9,-0.4,0.6,3.1,0.78,27,3
"6845","P0253",10,"15:58:02",3.2,-1,2,4.2,1.03,18,2
"6846","P0604",7,"15:58:17",9,-1,2,10,1.03,18,1
"6847","P1382",21,"15:58:22",3.1,-0.1,0,3,1.03,18,1
"6848","P0604",8,"15:58:27",10,-1,0,9,1.03,18,1
"6849","P0253",11,"15:58:28",4.2,-0.4,0.6,4.4,0.78,24,2
"6850","P0604",9,"15:58:38",9,-1,2,10,1.03,18,1
"6851","P0253",12,"15:58:39",4.4,-0.2,0,4.2,1.03,18,1
"6852","P0253",13,"15:58:53",4.2,-0.5,0,3.7,0.75,24,3
"6853","P1500",1,"15:58:56",3,-0.1,0,2.9,1.03,18,1
"6854","P0253",14,"15:59:06",3.7,-1,0,2.7,1.03,18,1
"6855","P1500",2,"15:59:10",2.9,-0.1,0.2,3,1.03,18,1
"6856","P0253",15,"15:59:16",2.7,-1,0,1.7,1.03,18,1
"6857","P0253",16,"15:59:26",1.7,-1,2,2.7,1.03,18,1
"6858","P0958",1,"15:59:25",3,-0.6,0,2.4,1.42,19,2
"6859","P1500",3,"15:59:25",3,-0.1,0,2.9,1.03,18,1
"6860","P0253",17,"15:59:36",2.7,-1,0,1.7,1.03,18,1
"6861","P1500",4,"15:59:36",2.9,-0.1,0.2,3,1.03,18,1
"6862","P0958",2,"15:59:40",2.4,-0.2,0.6,2.8,2.03,12,1
"6863","P0253",18,"15:59:45",1.7,-1,0,0.7,1.03,18,1
"6864","P0958",3,"15:59:54",2.8,-0.2,0.4,3,1.03,18,1
"6865","P0253",19,"15:59:56",0.7,-0.5,0,0.2,1.03,18,1
"6866","P0253",20,"16:00:06",0.2,-0.2,0,0,1.03,18,1
"6867","P0958",4,"16:00:14",3,-0.2,0,2.8,1.03,18,1
"6868","P0958",5,"16:00:35",2.8,-0.2,0,2.6,1.03,18,1
"6869","P0958",6,"16:01:16",2.6,-0.9,1.8,3.5,0.53,27,3
"6870","P1806",1,"16:01:41",3,-0.1,0.2,3.1,1.03,18,1
"6871","P0958",7,"16:01:59",3.5,-0.4,0.4,3.5,0.58,26,2
"6872","P1806",2,"16:02:19",3.1,-0.1,0.2,3.2,1.03,18,1
"6873","P0958",8,"16:02:40",3.5,-0.5,0,3,6.23,5,5
"6874","P0958",9,"16:02:59",3,-1,0,2,1.03,18,1
"6875","P0958",10,"16:03:37",2,-0.7,1,2.3,1.52,20,3
"6876","P0958",11,"16:03:49",2.3,-0.5,0,1.8,1.03,18,1
"6877","P0958",12,"16:04:02",1.8,-0.5,0,1.3,1.03,18,1
"6878","P0958",13,"16:04:19",1.3,-0.5,0,0.8,2.03,12,1
"6879","P0958",14,"16:04:46",0.8,-0.8,1,1,2.71,36,3
"6880","P0958",15,"16:05:09",1,-0.5,0,0.5,1.03,18,1
"6881","P0958",16,"16:05:41",0.5,-0.5,3.6,3.6,3.99,20,4
"6882","P0958",17,"16:06:05",3.6,-0.6,1.2,4.2,1.03,18,3
"6883","P0958",18,"16:06:42",4.2,-0.2,0.4,4.4,1.03,18,1
"6884","P0958",19,"16:06:59",4.4,-0.2,0,4.2,1.03,18,1
"6885","P1353",1,"16:07:49",3,-0.5,0,2.5,2.83,25,5
"6886","P0455",1,"16:08:40",3,-0.1,0.2,3.1,1.03,18,1
"6887","P0455",2,"16:09:00",3.1,-1,3,5.1,2.03,12,1
"6888","P0455",3,"16:09:39",5.1,-1,0,4.1,1.03,18,1
"6889","P0904",1,"16:09:50",3,-1,1,3,0.03,36,2
"6890","P0455",4,"16:10:01",4.1,-1,0,3.1,1.03,18,1
"6891","P0904",2,"16:10:09",3,-1,1,3,0.03,36,2
"6892","P0455",5,"16:10:19",3.1,-1,3,5.1,2.03,12,1
"6893","P0904",3,"16:10:40",3,-0.3,0.2,2.9,0.63,26,2
"6894","P1416",1,"16:10:48",3,-1,3,5,2.03,12,10
"6895","P0676",1,"16:24:09",3,-1,0,2,1.03,18,1
"6896","P0676",2,"16:24:20",2,-1,0,1,1.03,18,1
"6897","P0676",3,"16:24:31",1,-1,0,0,1.03,18,1
"6898","P0953",1,"16:25:26",3,-0.6,1,3.4,3.8,25,3
"6899","P0953",2,"16:26:04",3.4,-0.5,1,3.9,1.03,18,1
"6900","P1668",1,"16:26:08",3,-0.5,0,2.5,2.03,12,1
"6901","P0953",3,"16:26:22",3.9,-0.5,0,3.4,1.03,18,1
"6902","P1668",2,"16:26:35",2.5,-0.5,1,3,1.03,18,1
"6903","P0953",4,"16:26:44",3.4,-0.5,0,2.9,8.03,4,1
"6904","P1668",3,"16:26:50",3,-1,0,2,1.03,18,1
"6905","P1668",4,"16:27:04",2,-1,2,3,1.03,18,1
"6906","P0485",1,"16:27:08",3,-1,0,2,1.03,18,1
"6907","P0953",5,"16:27:16",2.9,-0.7,0,2.2,4.17,7,7
"6908","P1668",5,"16:27:30",3,-1,2,4,1.03,18,1
"6909","P0953",6,"16:27:37",2.2,-0.5,0,1.7,1.03,18,1
"6910","P0485",2,"16:27:39",2,-1,2,3,1.03,18,1
"6911","P0953",7,"16:27:52",1.7,-0.5,0,1.2,1.03,18,1
"6912","P0485",3,"16:28:01",3,-1,0,2,2.03,12,1
"6913","P1668",6,"16:28:00",4,-1,2,5,1.03,18,1
"6914","P0953",8,"16:28:11",1.2,-1,0,0.2,1.03,18,2
"6915","P0485",4,"16:28:17",2,-1,0,1,2.03,12,1
"6916","P0953",9,"16:28:29",0.2,-0.2,0,0,35.03,1,1
"6917","P0485",5,"16:28:37",1,-1,0,0,2.03,12,1
"6918","P1264",1,"16:32:02",3,-0.5,1,3.5,1.03,18,1
"6919","P1739",1,"16:43:21",3,-0.2,0.4,3.2,1.03,18,1
"6920","P1739",2,"16:44:07",3.2,-0.2,0,3,1.03,18,1
"6921","P1739",3,"16:45:09",3,-0.1,0.2,3.1,1.03,18,1
"6922","P1739",4,"16:45:59",3.1,-0.1,0.3,3.3,2.03,12,1
"6923","P1532",1,"16:54:20",3,-1,0,2,1.03,18,1
"6924","P1532",2,"16:54:41",2,-1,2,3,1.03,18,5
"6925","P1532",3,"16:54:56",3,-0.6,1.2,3.6,1.03,18,3
"6926","P0331",1,"17:00:01",3,-0.1,0,2.9,1.03,18,1
"6927","P0331",2,"17:00:12",2.9,-0.1,0,2.8,1.03,18,1
"6928","P0331",3,"17:00:22",2.8,-0.2,0,2.6,1.03,18,2
"6929","P0110",1,"17:00:21",3,-0.5,1,3.5,1.03,18,1
"6930","P0331",4,"17:00:33",2.6,-0.3,0.6,2.9,1.03,18,3
"6931","P0110",2,"17:00:39",3.5,-0.5,0,3,1.03,18,1
"6932","P0331",5,"17:00:46",2.9,-1,2,3.9,1.03,18,10
"6933","P0331",6,"17:01:03",3.9,-0.6,0,3.3,0.53,24,6
"6934","P0331",7,"17:01:15",3.3,-0.3,0.6,3.6,0.69,24,3
"6935","P0331",8,"17:01:29",3.6,-0.5,0,3.1,1.03,18,5
"6936","P0331",9,"17:01:42",3.1,-0.1,0,3,1.03,18,1
"6937","P1550",1,"17:02:33",3,-0.2,0,2.8,1.03,18,1
"6938","P1550",2,"17:02:52",2.8,-0.2,0.4,3,1.03,18,1
"6939","P1550",3,"17:03:26",3,-0.1,0,2.9,1.03,18,1
"6940","P0362",1,"17:03:23",3,-1,0,2,35.03,1,1
"6941","P1550",4,"17:03:42",2.9,-0.1,0.2,3,1.03,18,1
"6942","P0362",2,"17:04:16",2,-1,0,1,17.03,2,2
"6943","P0362",3,"17:04:49",1,-1,0,0,35.03,1,1
"6944","P1016",1,"17:07:33",3,-1,1,3,0.03,36,2
"6945","P1016",2,"17:07:51",3,-0.8,0,2.2,3.53,8,8
"6946","P1016",3,"17:08:07",2.2,-0.4,0.5,2.3,0.28,33,4
"6947","P1016",4,"17:08:20",2.3,-0.5,0.7,2.5,0.12,36,5
"6948","P1016",5,"17:08:31",2.5,-0.4,0.2,2.3,0.21,36,4
"6949","P1016",6,"17:08:43",2.3,-0.6,0.5,2.2,0.19,36,6
"6950","P1311",1,"17:08:56",3,-0.2,0,2.8,1.03,18,1
"6951","P1016",7,"17:08:55",2.2,-0.2,0.2,2.2,0.03,36,2
"6952","P1311",2,"17:09:07",2.8,-0.4,0.8,3.2,1.03,18,2
"6953","P1016",8,"17:09:08",2.2,-0.4,0.5,2.3,0.15,36,4
"6954","P1311",3,"17:09:19",3.2,-0.2,0.4,3.4,1.03,18,1
"6955","P1016",9,"17:09:20",2.3,-0.3,0.2,2.2,0.25,33,3
"6956","P1311",4,"17:09:29",3.4,-0.2,0,3.2,1.03,18,1
"6957","P1016",10,"17:09:32",2.2,-0.4,0.5,2.3,0.15,36,4
"6958","P1311",5,"17:09:39",3.2,-0.4,0.8,3.6,1.03,18,2
"6959","P1016",11,"17:09:44",2.3,-0.1,0,2.2,2.03,12,1
"6960","P0096",1,"17:09:47",3,-1,1.5,3.5,0.53,24,2
"6961","P1311",6,"17:09:54",3.6,-0.2,0,3.4,1.03,18,1
"6962","P1016",12,"17:09:54",2.2,-0.1,0,2.1,2.03,12,1
"6963","P0096",2,"17:10:00",3.5,-1,1.5,4,0.53,24,2
"6964","P1311",7,"17:10:04",3.4,-0.4,0,3,1.03,18,2
"6965","P1016",13,"17:10:05",2.1,-0.1,0,2,2.03,12,1
"6966","P1311",8,"17:10:16",3,-0.8,1.6,3.8,1.03,18,4
"6967","P1016",14,"17:10:14",2,-0.1,0,1.9,1.03,18,1
"6968","P1311",9,"17:10:29",3.8,-0.2,0.4,4,1.03,18,1
"6969","P0279",1,"17:13:17",3,-0.5,1,3.5,1.03,18,5
"6970","P0279",2,"17:13:41",3.5,-0.1,0.2,3.6,1.03,18,1
"6971","P0279",3,"17:13:56",3.6,-0.2,0,3.4,1.03,18,2
"6972","P0279",4,"17:14:07",3.4,-0.1,0.2,3.5,1.03,18,1
"6973","P0862",1,"17:25:44",3,-0.2,0,2.8,1.03,18,1
"6974","P0862",2,"17:26:06",2.8,-0.2,0.4,3,1.03,18,1
"6975","P0313",1,"17:26:43",3,-0.1,0,2.9,1.03,18,1
