"","ppt_id","bet_no","bet_time","old_bonus","total_amt_bet","win","new_bonus","average_odds","total_numbers_bet","no_tokens"
"6429","P0151",28,"14:26:06",4.2,-0.1,0,4.1,1.03,18,1
"6430","P1636",1,"14:26:06",3,-0.1,0.2,3.1,1.03,18,1
"6431","P0425",2,"14:26:09",2,-1,0,1,1.03,18,1
"6432","P1330",2,"14:26:11",2,-1,2,3,1.03,18,5
"6433","P1324",6,"14:26:15",2.7,-1,0.7,2.4,0.21,36,10
"6434","P0425",3,"14:26:20",1,-1,0,0,1.03,18,1
"6435","P1636",2,"14:26:22",3.1,-0.1,0,3,1.03,18,1
"6436","P1324",7,"14:26:38",2.4,-1,1,2.4,0.03,36,10
"6437","P1324",8,"14:27:09",2.4,-1,1.1,2.5,0.04,36,10
"6438","P1324",9,"14:27:43",2.5,-1,1,2.5,0.03,36,10
"6439","P1324",10,"14:28:07",2.5,-1,1.1,2.6,0.04,36,10
"6440","P1556",1,"14:28:14",3,-0.5,3.6,6.1,2.63,13,5
"6441","P1324",11,"14:28:24",2.6,-0.3,0.3,2.6,0.03,36,3
"6442","P1324",12,"14:28:49",2.6,-1,1,2.6,0.06,36,10
"6443","P1324",13,"14:29:15",2.6,-0.9,1,2.7,0.04,36,9
"6444","P1324",14,"14:29:38",2.7,-1,1,2.7,0.03,36,10
"6445","P1746",1,"14:29:51",3,-0.2,0,2.8,1.03,18,2
"6446","P1556",2,"14:29:53",6.1,-0.5,0.9,6.5,2.63,13,5
"6447","P1746",2,"14:30:07",2.8,-0.2,0,2.6,1.03,18,2
"6448","P1556",3,"14:30:11",6.5,-0.5,0,6,2.63,13,5
"6449","P1324",15,"14:30:15",2.7,-1,1,2.7,0.03,36,10
"6450","P1746",3,"14:30:26",2.6,-0.6,1.2,3.2,1.03,18,6
