Duration (in seconds),Q60_Page Submit,control1,Q80_Page Submit,control2,Q82_Page Submit,control3,Q84_Page Submit,control4,Q86_Page Submit,control5,Q88_Page Submit,control6,Q90_Page Submit,control7,Q92_Page Submit,control8,Q94_Page Submit,control9,Q58_Page Submit,warning1,Q64_Page Submit,warning2,Q66_Page Submit,warning3,Q68_Page Submit,warning4,Q70_Page Submit,warning5,Q72_Page Submit,warning6,Q74_Page Submit,warning7,Q76_Page Submit,warning8,Q78_Page Submit,warning9,pgsi1,pgsi2,pgsi3,pgsi4,pgsi5,pgsi6,pgsi7,pgsi8,pgsi9,gender,gendertext,age,freq,fan,comments,PROLIFIC_PID,ordercontrol,orderwarning
150,8.996,1,4.7,0,4.441,0,7.967,0,22.36,0,4.609,0,5.032,1,9.152,0,7.62,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,NA,40,30,3,NA,8e4488a8c72dee1911636d05f1c75521c462d8b8a80273642f86aabf0006af55,control5|control9|control8|control6|control2|control7|control4|control1|control3,NA
362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.683,1,11.048,0,11.431,0,13.854,1,13.485,1,16.888,0,13.023,1,15.619,0,12.292,0,0,0,1,0,1,1,0,0,1,2,NA,66,75,3,"It is hard to quantify what causes a problem or worry with gambling. I only bet small amounts, £5 or £10 at most, but still sometimes feel annoyed when I lose, and worry about it.",14cb0a4279819e4ba871dc13bda5dcb984cd093b036ed2a6334b445db161e38d,NA,warning1|warning6|warning2|warning7|warning9|warning4|warning3|warning8|warning5
600,333.005,1,4.083,0,4.027,0,3.846,1,5.622,1,7.017,1,11.387,1,54.396,1,11.726,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,0,0,1,1,NA,33,112,1,Thank you. Hope i win big!,ed2fb3bb7d8d2025ba261b97048761a05bb40bbe2197e3bd8fb1ed9936564ef9,control1|control9|control6|control4|control5|control7|control2|control3|control8,NA
212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.198,0,32.4,1,6.28,0,6.486,1,7.396,1,14.2,1,6.008,1,6.18,1,17.32,1,0,0,1,0,0,0,0,0,0,1,NA,61,25,1,NA,504aafd06828016dd8152f7f0e3b71bc4ffb6613febc9379c805fa72663d45f3,NA,warning2|warning9|warning6|warning5|warning7|warning1|warning4|warning8|warning3
207,4.744,0,6.668,0,5.146,0,47.655,1,4.491,0,5.274,0,6.623,1,12.688,0,7.659,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,2,NA,53,50,3,NA,4b3acca3221a5ebc15da5511ec8fc423ad3696de472393c4f6fca1141059ac3b,control4|control9|control8|control1|control2|control5|control6|control3|control7,NA
222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.284,0,6.763,1,4.746,0,14.899,0,8.131,0,7.733,0,6.099,0,5.871,0,30.341,0,0,0,0,0,0,0,0,0,0,2,NA,72,25,3,Very easy think Man City will win 3 nil,5f47e71a99bfd9787ebd653ee695ddcd230b39baa21e94514befcc64d86cb908,NA,warning9|warning4|warning5|warning1|warning6|warning8|warning3|warning7|warning2
190,2.826,1,2.735,0,1.457,0,6.578,1,1.65,0,6.363,0,3.121,1,35.877,0,7.502,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2,NA,39,1,3,NA,0505512eb676285e98dbbf6b186ba4a8a80dfe0b315ada8c650fe19729af6d3d,control8|control6|control9|control2|control5|control4|control1|control3|control7,NA
131,3.758,0,3.422,0,2.953,0,17.392,0,6.767,0,3.445,0,3.898,0,5.055,0,4.215,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,33,52,3,NA,f0432f3b1e0538d2bcd99f32bcaa1778619f2ba2f46eb9a35f770fdbdff92cea,control4|control5|control8|control9|control3|control6|control1|control2|control7,NA
261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.014,0,25.367,0,4.416,0,3.426,0,1.682,0,8.019,0,4.666,0,12.923,0,3.8,0,0,0,0,0,0,0,0,0,0,2,NA,30,20,3,NA,b113712f1b434a4660f34043e4752616f58fa246d40b09b2d6cb770da41aa1d8,NA,warning2|warning5|warning3|warning8|warning1|warning4|warning6|warning7|warning9
253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.16,0,109.826,0,7.628,0,15.723,1,6.287,0,3.727,0,6.295,0,12.067,0,6.881,0,0,0,0,0,0,0,0,0,0,2,NA,27,20,3,NA,3db22523121605cc7ee94374d8a8a12f3b6eb81675d56a5a517ed2c7cb8ac924,NA,warning2|warning7|warning3|warning5|warning1|warning4|warning9|warning6|warning8
315,3.718,0,17.39,0,4.549,0,18.571,0,4.522,1,111.358,0,6.095,1,8.944,0,53.773,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,NA,20,1,3,NA,361cf24307b89e6ca5954f9fedd64fb0bdbdd8904055c34f0bb6479d513dc394,control6|control4|control9|control2|control5|control8|control1|control7|control3,NA
170,4.794,0,5.832,0,4.4,1,26.852,0,10.964,1,4.214,1,7.191,1,12.249,1,4.166,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,2,NA,35,40,1,NA,a3ce8a548fb0bbf28f79e3974de4cfbdbbfa71a3f3ca4816fad0b10a63672bf4,control4|control7|control6|control2|control9|control8|control3|control1|control5,NA
229,6.868,0,10.626,0,24.882,0,6.045,0,6.644,0,9.722,0,9.431,0,8.244,0,9.678,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2,NA,44,40,3,i never bet more than i can afford,c5d9cde2f27fa30d72ef7121d600a968259b2eddf0e8eb1351b45ff4d4a67d27,control3|control7|control1|control9|control2|control4|control8|control5|control6,NA
260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45,0,3.129,1,3.861,0,4.041,1,3.875,0,16.23,0,6.775,0,6.923,0,43.949,0,1,1,2,1,1,1,1,1,1,2,NA,35,300,3,NA,e291b382143f31974852307cf6c152023656b183cfb458b77dd3e9cb663c2643,NA,warning9|warning6|warning7|warning3|warning8|warning5|warning1|warning4|warning2
89,8.056,1,4.199,0,5.837,1,4.349,0,4.09,1,4.525,0,3.6,1,6.481,0,3.289,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,NA,20,1,3,NA,361cf24307b89e6ca5954f9fedd64fb0bdbdd8904055c34f0bb6479d513dc394,control8|control2|control5|control1|control6|control7|control9|control3|control4,NA
304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.237,1,36.043,1,6.734,1,49.042,1,7.94,1,11.355,1,10.364,1,21.448,1,14.152,1,0,0,0,0,0,0,0,0,0,2,NA,42,8,3,NA,53b4b698e836c450e4320cd535f3c0c80b9fb2277fcc6fbf4719f3170a0651ed,NA,warning2|warning4|warning8|warning9|warning7|warning5|warning6|warning1|warning3
178,5.734,1,7.004,1,2.161,1,2.052,1,5.609,0,3.492,0,5.38,1,2.66,1,24.123,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,1,1,NA,28,50,3,NA,93497d400a72964b16108f714fbf39272bf61d6bbd2e9246e9fd9ed154aa9186,control9|control6|control1|control5|control8|control3|control7|control2|control4,NA
218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.151,1,6.259,0,5.532,0,4.929,1,9.329,0,5.299,0,13.115,0,49.998,1,7.09,0,0,0,1,0,0,0,0,0,0,2,NA,22,100,3,NA,c8a5f33674f77d08de47444ae65ced1970a0dabbd4f47b040c63a5addabcd07f,NA,warning1|warning8|warning7|warning6|warning4|warning3|warning2|warning9|warning5
246,11.547,1,5.901,0,7.801,0,21.471,0,23.429,1,3.001,0,7.598,0,45.371,1,23.237,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,NA,31,6,3,None,ea2ebd1d49287cc845f097b4c448e60b49175cba5c561fd64f64682afd23215e,control8|control4|control1|control3|control9|control5|control6|control2|control7,NA
342,4.666,1,17.066,0,5.994,0,30.111,0,10.627,0,114.505,0,28.252,0,8.669,0,17.242,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2,NA,65,12,3,NA,d6d3fb50e261893fea2afde8f966d53f0c883f68865f14e1803212dcbe7027c6,control6|control2|control3|control7|control4|control1|control5|control8|control9,NA
221,4.632,1,6.391,1,6.536,1,4.527,1,5.402,1,5.758,1,14.933,1,61.749,1,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2,NA,32,10,3,NA,819c3dcbc13de3d15a8c8bf0d2af42124b8bd01df7e7d8e8fd9979d42404b047,control8|control7|control9|control5|control6|control4|control2|control3|control1,NA
429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.485,1,10.94,1,5.332,1,38.581,1,180.243,0,8.356,1,10.383,1,19.168,0,8.529,1,1,1,1,1,1,2,2,2,1,2,NA,37,150,3,great survey relevant to me,981dd438074cc9c7565abb31b524af1bcd94274c0d0e6209ea47bba5e0fc200f,NA,warning1|warning4|warning8|warning3|warning9|warning7|warning6|warning5|warning2
213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.061,0,7.151,1,3.512,0,12.054,0,52.112,0,3.443,0,5.422,1,6.765,1,8.06,0,1,1,2,0,0,0,0,0,0,1,NA,38,20,3,NA,15a94c3ae04083b30856e3a8724769dddd0aa8e0509eac8b0193d7c09b7be614,NA,warning5|warning4|warning6|warning9|warning3|warning1|warning7|warning2|warning8
270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.805,0,18.617,1,27.019,1,10.481,1,6.428,1,44.915,1,13.269,1,38.303,1,12.806,1,0,0,0,0,0,0,0,0,0,1,NA,36,50,1,NA,c2ec1e2ab63190ae2ad6bec6a31c519ef80b50dc968b45c9c662f51dff4c9fcf,NA,warning6|warning8|warning3|warning2|warning9|warning7|warning4|warning5|warning1
210,2.895,0,9.286,0,4.587,0,5.041,0,4.168,0,83.851,1,6.367,1,3.19,0,10.255,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,2,NA,19,4,3,Very clear and easy to understand study,3e84b1a839cb3db14b4047d963498e583d8ff49656b3ba9cf6f00a0c7c1c4aaf,control6|control2|control7|control4|control3|control5|control1|control9|control8,NA
237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.867,0,3.483,0,54.564,0,4.239,0,3.613,1,2.771,0,5.552,0,6.783,0,3.483,0,1,1,2,1,2,0,1,1,1,2,NA,25,50,3,NA,fb4265eb3e41d8e02b4e667c8df15c5460a09edf8ec7c52888df5437e30cd74f,NA,warning3|warning6|warning9|warning1|warning5|warning2|warning7|warning4|warning8
215,11.233,0,8.29,0,4.223,0,3.181,0,2.457,0,46.985,0,5.056,0,3.295,0,3.189,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2,NA,27,3,3,NA,22fda22ad394e3246f9b6fe56a092f2bcc4c0a50ae4ebde8e3ad4fc243cf8e59,control6|control2|control7|control3|control1|control5|control4|control8|control9,NA
232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.724,0,4.388,1,4.082,0,3.18,0,20.232,0,2.582,1,3.912,1,3.233,0,10.974,0,1,1,1,1,1,1,1,1,1,2,NA,26,20,1,none,e63b04def4d4665df4251365d85c4cb097d42f7ae465294c2641a2d0a20a8d63,NA,warning5|warning9|warning7|warning8|warning6|warning1|warning2|warning4|warning3
205,7.614,0,6.129,0,6.751,0,3.346,0,10.062,0,26.976,0,35.482,1,7.472,0,12.551,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,0,1,1,1,2,2,2,NA,31,80,3,NA,37b371ccd8a4bac53654e7f9ec9e9eac0ddccae32ef15ab3b59e0f5d3b59d7eb,control6|control3|control1|control9|control5|control7|control8|control4|control2,NA
112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.762,1,3.447,0,11.999,0,20.315,1,3.949,0,3.233,0,4.658,1,8.877,0,4.373,0,0,0,0,0,0,0,1,0,0,1,NA,31,5,3,interesting!,b0ef65eef996b557d104227416cac976908c9b2e16cdcd9b708ac817bfa4d783,NA,warning4|warning3|warning8|warning2|warning9|warning7|warning6|warning5|warning1
159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.406,1,14.24,1,16.272,0,3.394,1,18.863,1,3.775,1,3.827,1,3.523,1,3.874,1,0,0,0,0,0,0,0,0,0,2,NA,39,20,1,NA,3d35be953ea20e7a0b3c31af4d6ac0ec8dcdbf90783cbfb06b2b3771f1e456f3,NA,warning5|warning2|warning3|warning1|warning9|warning7|warning6|warning8|warning4
197,3.585,1,5.515,1,8.665,0,12.148,1,8.844,0,8.667,1,34.305,0,8.291,1,7.313,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,NA,36,200,3,NA,9f583de8d5e23ba8f1228e77a1caa5e90dad584e49361fc64c341077f24ff2ae,control7|control4|control3|control9|control5|control8|control2|control1|control6,NA
240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.147,1,5.994,1,18.191,1,8.636,0,6.223,1,11.62,1,7.13,1,6.469,1,52.09,1,0,0,0,0,0,0,0,0,0,2,NA,61,0,3,NA,dccb03d87c4579670a068c8e565319cc712a6fdc416bc7266b116e47b91567a4,NA,warning9|warning3|warning6|warning1|warning7|warning8|warning5|warning4|warning2
187,9.9,1,28.447,0,4.653,1,4.079,0,5.473,0,3.194,1,11.96,1,10.984,1,11.479,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,0,1,2,NA,31,35,3,NA,8eaf888a1493cecce00e7dbfb8af7298c366068c3bc7880e921eb1400a8f1032,control2|control9|control3|control7|control5|control1|control4|control6|control8,NA
633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.764,1,50.267,0,28.028,0,27.512,1,21.185,0,24.823,0,119.895,0,17.557,0,21.466,0,0,0,1,0,0,0,0,0,1,1,NA,40,8,3,This was such good fun! The way the bets came up one at a time made it more difficult to decided.  If one could see all the options like you would at a bookmakers it's much easier.,dc99348ed7495f6172ccb39a4986d5cd89b8e96f988ce3971f32715fa0fdab8a,NA,warning2|warning6|warning7|warning8|warning1|warning4|warning9|warning5|warning3
124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.163,1,2.402,1,6.474,1,1.433,0,3.026,0,5.461,1,3.78,1,30.904,1,6.311,1,2,2,2,1,0,0,0,0,0,2,NA,38,50,3,None,0fb136750c4e2572ad1b562ca57708715697d2dfe19a31627aa233a197ecab2f,NA,warning8|warning6|warning3|warning9|warning5|warning2|warning7|warning1|warning4
258,12.221,1,43.84,0,3.649,1,10.232,1,25.173,1,6.312,1,10.713,1,12.515,1,9.518,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,2,NA,27,3,3,NA,7732e3e9154516c23f0a3578aa05502cdcabdc9975c326d9e991d1f794184f89,control2|control1|control4|control5|control7|control9|control8|control6|control3,NA
210,22.191,1,7.68,0,4.459,0,60.017,0,4.396,0,3.372,0,6.345,0,12.136,0,6.161,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2,NA,33,3,3,NA,6481787e218291c503d1dad6b0b1443ab8aa28f0f2b7a4e34e97c6a079f49783,control4|control1|control8|control3|control9|control7|control2|control6|control5,NA
137,5.948,1,5.267,0,3.878,1,5.628,0,14.083,0,14.494,1,6.608,0,7.753,0,6.456,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,NA,47,365,3,NA,a961dc8575a029e1a0494e1efcac053a3976d83206fa62e4bd1287abe37abbf6,control5|control4|control1|control9|control2|control8|control6|control7|control3,NA
351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.691,0,19.784,0,27.057,0,90.025,0,16.177,1,14.608,0,9.224,1,16.955,0,11.049,0,0,0,0,0,0,0,0,0,0,2,NA,54,100,3,No comment,627ee54ffb2dff8439e1a62f7370b8a34ad37435ab6b3c9a825120038073fde3,NA,warning3|warning6|warning4|warning1|warning2|warning5|warning9|warning7|warning8
205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.398,1,4.323,0,3.737,0,2.925,0,10.607,0,3.481,0,89.662,0,5.274,0,4.659,0,0,0,1,0,0,0,0,0,1,2,NA,26,100,3,NA,1117e2c031a79cd0cf4913b2e72f46ddd3b9c091f5edb6ac83568fc168bd4e95,NA,warning7|warning5|warning6|warning8|warning3|warning1|warning9|warning4|warning2
207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.931,0,4.511,0,3.458,1,9.267,0,4.829,0,3.513,0,38.455,0,7.616,0,10.948,0,1,1,2,0,1,0,1,0,3,2,NA,31,50,3,NA,95797fcde2551ea78ed3e0cc18df9512a0e86a75853bedefb6da8b8c7648cd8d,NA,warning7|warning4|warning2|warning3|warning1|warning5|warning6|warning9|warning8
181,2.836,1,2.606,0,3.245,0,3.187,1,3.371,0,4.278,1,20.289,0,15.319,1,4.026,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2,NA,43,15,3,NA,726e755f7f7896c9333a24e1202f24cb79fc8a19ac3289de7730c845380cae00,control7|control8|control3|control5|control2|control1|control6|control4|control9,NA
182,3.551,0,3.989,0,3.566,0,8.869,0,21.614,0,3.15,0,7.851,0,13.858,0,17.752,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,1,2,3,2,NA,45,300,3,NA,2e05aa633c86ee381c82df29c5bdf4b6c80788e4764b3123265d5eb51078f1de,control5|control9|control8|control3|control2|control4|control6|control1|control7,NA
192,5.201,1,8.901,0,7.857,0,6.036,0,8.032,0,7.677,0,21.885,0,10.937,0,5.406,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,0,1,2,NA,49,50,3,NA,cd47e6a499e75033f497c02458b0bef2183ddeaded5d704f3630057f0219e31b,control7|control6|control8|control5|control3|control1|control2|control4|control9,NA
184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.197,1,5.513,0,15.202,0,8.001,0,3.843,0,52.102,0,7.436,1,8.232,0,7.702,0,0,0,0,0,0,0,0,0,0,1,NA,32,20,3,NA,d2cc0434b2ee16860c595b2937bdb7b8995542713d2fdd10c5e53a4822469cbd,NA,warning6|warning4|warning9|warning3|warning8|warning7|warning1|warning2|warning5
124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.472,0,6.905,1,4.169,0,19.283,1,3.266,1,12.676,0,4.116,0,7.019,1,5.679,1,1,1,1,1,2,1,3,2,2,2,NA,27,150,3,NA,85f8e2eda50df623d802c42ca075256d7a29741b3d824df727295044b25dbdbb,NA,warning4|warning8|warning2|warning5|warning6|warning1|warning3|warning7|warning9
191,3.074,1,25.773,0,3.177,0,3.449,1,5.454,0,3.408,0,13.325,1,6.332,0,3.053,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,NA,26,30,1,NA,372db3f713ec3f995dd25206358a8a793f931b4f918330293f1fb916f537ae2c,control2|control5|control7|control3|control6|control1|control8|control9|control4,NA
224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.881,0,27.262,0,42.31,1,4.176,1,4.937,0,7.038,1,10.831,1,9.751,0,5.585,1,0,0,0,0,0,0,0,0,0,2,NA,38,52,3,Nothing too add,75079983c62dedd1a90280a36153a53319afdcd5b582e7209e950d1775cc8fd5,NA,warning3|warning2|warning7|warning6|warning5|warning8|warning9|warning1|warning4
369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.523,1,3.7,0,3.872,0,7.414,0,3.255,0,2.685,1,6.241,0,139.457,0,6.643,0,0,1,1,0,0,1,0,0,0,2,NA,48,280,3,NA,2c533bf88f31cc57d747a657ba2377b6316480461a7374ea6e149d7156570ebb,NA,warning8|warning4|warning7|warning5|warning1|warning2|warning9|warning3|warning6
619,3.931,1,4.506,0,7.771,1,5.21,0,109.606,0,13.074,0,12.779,1,21.503,0,6.901,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,1,1,1,2,NA,33,100,3,NA,3a9172abe700a916747aa7fb0844704e091c9f26ad42e1a97df4add216c3c120,control5|control7|control8|control9|control2|control6|control3|control4|control1,NA
481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.003,1,36.123,1,7.403,1,11.253,1,16.008,1,147.783,1,23.976,1,8.042,1,8.202,1,0,0,1,0,0,1,0,0,0,1,NA,45,60,3,"No further comments, thanks",48db250cce793f9863746fc15eea8cdb4da82fdc330ccdc5a7dd9b44904a506b,NA,warning6|warning2|warning7|warning4|warning9|warning5|warning3|warning8|warning1
259,39.379,0,13.257,0,14.92,0,13.366,0,23.573,0,8.862,0,13.301,0,9.654,0,13.371,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,1,2,NA,62,300,3,NA,87056e267b3101b3f9bd61ed89a5e3862a1e8fe826946c6876c0a28e2733d605,control1|control4|control9|control2|control3|control8|control7|control5|control6,NA
1372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.878,0,14.741,0,8.442,1,15.209,1,11.666,1,11.662,1,333.364,1,26.601,1,19.477,1,1,0,1,0,1,0,0,0,1,2,NA,30,20,3,NA,a014b8e52e89ea08d9fa8be6efef9a694883794ed261c65e28b092e937ffa6f1,NA,warning4|warning2|warning9|warning5|warning3|warning7|warning8|warning6|warning1
216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.227,1,43.681,1,11.094,1,9.943,0,20.099,0,6.153,1,8.911,1,12.043,1,7.9,1,0,0,1,0,0,0,0,0,0,2,NA,24,5,3,"Fun study, good luck!",e0aab520bc54e349ec1fd88c3cf8fae59f929771501d68b59469ed7174f7d8c2,NA,warning2|warning5|warning4|warning8|warning1|warning7|warning3|warning9|warning6
176,8.776,1,24.374,0,6.868,0,9.493,1,5.317,0,4.988,0,6.917,1,6.715,0,25.804,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,1,1,1,2,1,3,1,NA,32,102,3,None,97d0673161f545aec9d4a0d2904afc8bb2cce325e287fe6ced8ce029797ea611,control9|control1|control2|control7|control4|control5|control3|control6|control8,NA
385,16.446,0,11.303,1,130.577,1,11.802,1,12.022,0,12.502,1,9.936,1,10.388,0,25.782,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,0,0,0,0,0,0,1,NA,43,20,1,"very interesting indeed and cant wait to find out the football results, this survey made me think about the odds when gambling more than i usually do",aba0961f79f065a8b953d2d970c475b53c96ca41573a1cd96546d6ff57c08e49,control3|control9|control6|control5|control1|control2|control4|control8|control7,NA
285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.454,1,12.283,0,14.624,0,5.272,0,4.844,0,13.337,0,10.066,0,6.621,0,7.229,1,1,1,0,0,0,0,0,0,0,2,NA,42,144,3,very relevant,b4a3e67322457966bed2bbf65039d11ef40fadbe61e36341d5361f0e8108829d,NA,warning1|warning3|warning6|warning7|warning5|warning9|warning8|warning2|warning4
125,12.634,0,4.406,0,3.356,0,4.144,1,4.394,0,9.054,0,19.737,0,7.02,0,4.652,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2,NA,56,2,3,NA,76cd53f2f70ed5578d1596ab4170dfc2b993bc74a78d89007b1812e2eb4adfc3,control7|control8|control3|control5|control4|control6|control2|control1|control9,NA
247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.397,0,8.712,1,5.8,0,5.928,1,9.646,0,38.288,1,21.794,1,7.885,1,16.953,0,0,1,1,0,0,0,0,0,0,2,NA,40,15,3,NA,74547916f130dfac8cd5c2228d0568b3d9053b73c44396013f5b4a14f6b23131,NA,warning7|warning9|warning5|warning1|warning2|warning8|warning3|warning6|warning4
220,6.435,1,14.401,0,5.807,0,5.957,1,9.815,0,45.701,0,9.259,1,6.377,0,6.882,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,2,NA,25,12,3,NA,7f3a88a777228128b9cf73c411a9628c9fd5b46f842e959dd23572e5878b8c1f,control6|control1|control5|control8|control2|control7|control4|control3|control9,NA
